Complexity metrics,Sun, 16 Jun 2019 17:13:20 EDT
Method,ev(G),iv(G),v(G)
"org.apache.commons.collections4.map.AbstractReferenceMap.containsValue(Object)",2,1,2
"org.apache.commons.collections4.map.AbstractReferenceMap.createEntry(HashEntry<K, V>,int,K,V)",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.createEntrySetIterator()",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.createKeySetIterator()",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.createValuesIterator()",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.doReadObject(ObjectInputStream)",3,2,3
"org.apache.commons.collections4.map.AbstractReferenceMap.doWriteObject(ObjectOutputStream)",1,2,2
"org.apache.commons.collections4.map.AbstractReferenceMap.entrySet()",1,1,2
"org.apache.commons.collections4.map.AbstractReferenceMap.get(Object)",2,1,2
"org.apache.commons.collections4.map.AbstractReferenceMap.getEntry(Object)",2,1,2
"org.apache.commons.collections4.map.AbstractReferenceMap.hashEntry(Object,Object)",1,3,3
"org.apache.commons.collections4.map.AbstractReferenceMap.init()",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.isEmpty()",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.isEqualKey(Object,Object)",1,3,3
"org.apache.commons.collections4.map.AbstractReferenceMap.isKeyType(ReferenceStrength)",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.isValueType(ReferenceStrength)",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.keySet()",1,1,2
"org.apache.commons.collections4.map.AbstractReferenceMap.mapIterator()",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.purge()",1,2,2
"org.apache.commons.collections4.map.AbstractReferenceMap.purge(Reference<?>)",3,3,4
"org.apache.commons.collections4.map.AbstractReferenceMap.purgeBeforeRead()",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.purgeBeforeWrite()",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.put(K,V)",3,1,3
"org.apache.commons.collections4.map.AbstractReferenceMap.remove(Object)",2,1,2
"org.apache.commons.collections4.map.AbstractReferenceMap.size()",1,1,1
"org.apache.commons.collections4.map.AbstractReferenceMap.values()",1,1,2
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.AbstractSortedMapDecorator()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.AbstractSortedMapDecorator(SortedMap<K, V>)",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.SortedMapIterator.SortedMapIterator(Set<Entry<K, V>>)",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.SortedMapIterator.hasPrevious()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.SortedMapIterator.previous()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.SortedMapIterator.reset()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.comparator()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.decorated()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.firstKey()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.headMap(K)",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.lastKey()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.mapIterator()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.nextKey(K)",1,2,2
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.previousKey(K)",1,2,2
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.subMap(K,K)",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.tailMap(K)",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.AbstractSortedMapTest(String)",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestHeadMap.TestHeadMap(AbstractMapTest<K, V>)",1,2,2
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestHeadMap.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestHeadMap.makeFullMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestHeadMap.makeObject()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestHeadMap.testHeadMapOutOfRange()",2,1,3
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestSubMap.TestSubMap(AbstractMapTest<K, V>)",1,2,2
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestSubMap.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestSubMap.makeFullMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestSubMap.makeObject()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestSubMap.testSubMapOutOfRange()",2,1,3
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestTailMap.TestTailMap(AbstractMapTest<K, V>)",1,2,2
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestTailMap.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestTailMap.makeFullMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestTailMap.makeObject()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestTailMap.testTailMapOutOfRange()",2,1,3
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.TestViewMap(String,AbstractMapTest<K, V>)",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.bulkTestHeadMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.bulkTestSubMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.bulkTestTailMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.getNewSampleValues()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.getSampleKeys()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.getSampleValues()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.isAllowNullKey()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.isAllowNullValue()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.isPutAddSupported()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.isPutChangeSupported()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.isRemoveSupported()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.isTestSerialization()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.resetEmpty()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.resetFull()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.verify()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.bulkTestHeadMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.bulkTestSubMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.bulkTestTailMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.getConfirmed()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.getMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.isAllowNullKey()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.makeConfirmedMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.makeFullMap()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.testComparator()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.testFirstKey()",1,1,1
"org.apache.commons.collections4.map.AbstractSortedMapTest.testLastKey()",1,1,2
"org.apache.commons.collections4.map.CaseInsensitiveMap.CaseInsensitiveMap()",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMap.CaseInsensitiveMap(Map<? extends K, ? extends V>)",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMap.CaseInsensitiveMap(int)",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMap.CaseInsensitiveMap(int,float)",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMap.clone()",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMap.convertKey(Object)",2,3,3
"org.apache.commons.collections4.map.CaseInsensitiveMap.readObject(ObjectInputStream)",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMap.writeObject(ObjectOutputStream)",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMapTest.CaseInsensitiveMapTest(String)",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMapTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMapTest.makeObject()",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMapTest.suite()",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMapTest.testCaseInsensitive()",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMapTest.testClone()",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMapTest.testInitialCapacityZero()",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMapTest.testLocaleIndependence()",1,3,3
"org.apache.commons.collections4.map.CaseInsensitiveMapTest.testNullHandling()",1,1,1
"org.apache.commons.collections4.map.CaseInsensitiveMapTest.testPutAll()",1,2,2
"org.apache.commons.collections4.map.CompositeMap.CompositeMap()",1,1,1
"org.apache.commons.collections4.map.CompositeMap.CompositeMap(Map<K, V>,Map<K, V>)",1,1,1
"org.apache.commons.collections4.map.CompositeMap.CompositeMap(Map<K, V>,Map<K, V>,MapMutator<K, V>)",1,1,1
"org.apache.commons.collections4.map.CompositeMap.CompositeMap(Map<K, V>...)",1,1,1
"org.apache.commons.collections4.map.CompositeMap.CompositeMap(Map<K, V>[],MapMutator<K, V>)",1,2,2
"org.apache.commons.collections4.map.CompositeMap.addComposited(Map<K, V>)",5,4,5
"org.apache.commons.collections4.map.CompositeMap.clear()",1,2,2
"org.apache.commons.collections4.map.CompositeMap.containsKey(Object)",3,2,3
"org.apache.commons.collections4.map.CompositeMap.containsValue(Object)",3,2,3
"org.apache.commons.collections4.map.CompositeMap.entrySet()",1,2,2
"org.apache.commons.collections4.map.CompositeMap.equals(Object)",2,2,2
"org.apache.commons.collections4.map.CompositeMap.get(Object)",3,3,3
"org.apache.commons.collections4.map.CompositeMap.hashCode()",1,2,2
"org.apache.commons.collections4.map.CompositeMap.isEmpty()",3,2,3
"org.apache.commons.collections4.map.CompositeMap.keySet()",1,2,2
"org.apache.commons.collections4.map.CompositeMap.put(K,V)",2,1,2
"org.apache.commons.collections4.map.CompositeMap.putAll(Map<? extends K, ? extends V>)",2,1,2
"org.apache.commons.collections4.map.CompositeMap.remove(Object)",3,3,3
"org.apache.commons.collections4.map.CompositeMap.removeComposited(Map<K, V>)",3,3,3
"org.apache.commons.collections4.map.CompositeMap.setMutator(MapMutator<K, V>)",1,1,1
"org.apache.commons.collections4.map.CompositeMap.size()",1,2,2
"org.apache.commons.collections4.map.CompositeMap.values()",1,2,2
"org.apache.commons.collections4.map.CompositeMapTest.CompositeMapTest(String)",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.buildOne()",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.buildTwo()",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.makeObject()",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.setUp()",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.testAddComposited()",1,1,2
"org.apache.commons.collections4.map.CompositeMapTest.testGet()",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.testPut()",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.testPutAll()",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.testRemoveComposited()",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.testRemoveFromComposited()",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.testRemoveFromUnderlying()",1,1,1
"org.apache.commons.collections4.map.CompositeMapTest.testResolveCollision()",1,1,1
"org.apache.commons.collections4.map.DefaultedMap.DefaultedMap(Map<K, V>,Transformer<? super K, ? extends V>)",2,1,2
"org.apache.commons.collections4.map.DefaultedMap.DefaultedMap(Transformer<? super K, ? extends V>)",1,1,1
"org.apache.commons.collections4.map.DefaultedMap.DefaultedMap(V)",1,1,1
"org.apache.commons.collections4.map.DefaultedMap.defaultedMap(Map<K, V>,Factory<? extends V>)",2,1,2
"org.apache.commons.collections4.map.DefaultedMap.defaultedMap(Map<K, V>,Transformer<? super K, ? extends V>)",2,1,2
"org.apache.commons.collections4.map.DefaultedMap.defaultedMap(Map<K, V>,V)",1,1,1
"org.apache.commons.collections4.map.DefaultedMap.get(Object)",1,3,3
"org.apache.commons.collections4.map.DefaultedMap.readObject(ObjectInputStream)",1,1,1
"org.apache.commons.collections4.map.DefaultedMap.writeObject(ObjectOutputStream)",1,1,1
"org.apache.commons.collections4.map.DefaultedMapTest.DefaultedMapTest(String)",1,1,1
"org.apache.commons.collections4.map.DefaultedMapTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.DefaultedMapTest.makeObject()",1,1,1
"org.apache.commons.collections4.map.DefaultedMapTest.testMapGet()",1,1,1
"org.apache.commons.collections4.map.DefaultedMapTest.testMapGet2()",1,1,1
"org.apache.commons.collections4.map.DefaultedMapTest.testMapGet3()",1,1,1
"org.apache.commons.collections4.map.DefaultedMapTest.testMapGet4()",2,1,2
"org.apache.commons.collections4.map.EmptyMapMutator.put(CompositeMap<K, V>,Map<K, V>[],K,V)",1,1,1
"org.apache.commons.collections4.map.EmptyMapMutator.putAll(CompositeMap<K, V>,Map<K, V>[],Map<? extends K, ? extends V>)",1,1,1
"org.apache.commons.collections4.map.EmptyMapMutator.resolveCollision(CompositeMap<K, V>,Map<K, V>,Map<K, V>,Collection<K>)",1,1,1
"org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter.EntrySetToMapIteratorAdapter(Set<Entry<K, V>>)",1,1,1
"org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter.current()",2,1,2
"org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter.getKey()",1,1,1
"org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter.getValue()",1,1,1
"org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter.hasNext()",1,1,1
"org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter.next()",1,1,1
"org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter.remove()",1,1,1
"org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter.reset()",1,1,1
"org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter.setValue(V)",1,1,1
"org.apache.commons.collections4.map.FixedSizeMap.FixedSizeMap(Map<K, V>)",1,1,1
"org.apache.commons.collections4.map.FixedSizeMap.clear()",1,1,1
"org.apache.commons.collections4.map.FixedSizeMap.entrySet()",1,1,1
"org.apache.commons.collections4.map.FixedSizeMap.fixedSizeMap(Map<K, V>)",1,1,1
"org.apache.commons.collections4.map.FixedSizeMap.isFull()",1,1,1
"org.apache.commons.collections4.map.FixedSizeMap.keySet()",1,1,1
"org.apache.commons.collections4.map.FixedSizeMap.maxSize()",1,1,1
"org.apache.commons.collections4.map.FixedSizeMap.put(K,V)",2,1,2
"org.apache.commons.collections4.map.FixedSizeMap.putAll(Map<? extends K, ? extends V>)",3,2,3
"org.apache.commons.collections4.map.FixedSizeMap.readObject(ObjectInputStream)",1,1,1
"org.apache.commons.collections4.map.FixedSizeMap.remove(Object)",1,1,1
"org.apache.commons.collections4.map.FixedSizeMap.values()",1,1,1
"org.apache.commons.collections4.map.FixedSizeMap.writeObject(ObjectOutputStream)",1,1,1
"org.apache.commons.collections4.map.FixedSizeMapTest.FixedSizeMapTest(String)",1,1,1
"org.apache.commons.collections4.map.FixedSizeMapTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.FixedSizeMapTest.isPutAddSupported()",1,1,1
"org.apache.commons.collections4.map.FixedSizeMapTest.isRemoveSupported()",1,1,1
"org.apache.commons.collections4.map.FixedSizeMapTest.makeFullMap()",1,1,1
"org.apache.commons.collections4.map.FixedSizeMapTest.makeObject()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.FixedSizeSortedMap(SortedMap<K, V>)",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.clear()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.entrySet()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.fixedSizeSortedMap(SortedMap<K, V>)",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.getSortedMap()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.headMap(K)",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.isFull()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.keySet()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.maxSize()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.put(K,V)",2,1,2
"org.apache.commons.collections4.map.FixedSizeSortedMap.putAll(Map<? extends K, ? extends V>)",2,1,2
"org.apache.commons.collections4.map.FixedSizeSortedMap.readObject(ObjectInputStream)",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.remove(Object)",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.subMap(K,K)",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.tailMap(K)",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.values()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMap.writeObject(ObjectOutputStream)",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMapTest.FixedSizeSortedMapTest(String)",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMapTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMapTest.isPutAddSupported()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMapTest.isRemoveSupported()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMapTest.isSubMapViewsSerializable()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMapTest.makeFullMap()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMapTest.makeObject()",1,1,1
"org.apache.commons.collections4.map.FixedSizeSortedMapTest.suite()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.EntryIterator.EntryIterator(Flat3Map<K, V>)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.EntryIterator.hasNext()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.EntryIterator.nextEntry()",2,1,2
"org.apache.commons.collections4.map.Flat3Map.EntryIterator.remove()",2,1,2
"org.apache.commons.collections4.map.Flat3Map.EntrySet.EntrySet(Flat3Map<K, V>)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.EntrySet.clear()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.EntrySet.iterator()",3,3,3
"org.apache.commons.collections4.map.Flat3Map.EntrySet.remove(Object)",2,1,2
"org.apache.commons.collections4.map.Flat3Map.EntrySet.size()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.EntrySetIterator.EntrySetIterator(Flat3Map<K, V>)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.EntrySetIterator.next()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.Flat3Map()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.Flat3Map(Map<? extends K, ? extends V>)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.FlatMapEntry.FlatMapEntry(Flat3Map<K, V>,int)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.FlatMapEntry.equals(Object)",3,4,6
"org.apache.commons.collections4.map.Flat3Map.FlatMapEntry.getKey()",5,2,5
"org.apache.commons.collections4.map.Flat3Map.FlatMapEntry.getValue()",5,2,5
"org.apache.commons.collections4.map.Flat3Map.FlatMapEntry.hashCode()",2,3,4
"org.apache.commons.collections4.map.Flat3Map.FlatMapEntry.setRemoved(boolean)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.FlatMapEntry.setValue(V)",3,2,6
"org.apache.commons.collections4.map.Flat3Map.FlatMapEntry.toString()",2,2,2
"org.apache.commons.collections4.map.Flat3Map.FlatMapIterator.FlatMapIterator(Flat3Map<K, V>)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.FlatMapIterator.getKey()",5,2,5
"org.apache.commons.collections4.map.Flat3Map.FlatMapIterator.getValue()",5,2,5
"org.apache.commons.collections4.map.Flat3Map.FlatMapIterator.hasNext()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.FlatMapIterator.next()",2,1,2
"org.apache.commons.collections4.map.Flat3Map.FlatMapIterator.remove()",2,1,2
"org.apache.commons.collections4.map.Flat3Map.FlatMapIterator.reset()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.FlatMapIterator.setValue(V)",3,2,6
"org.apache.commons.collections4.map.Flat3Map.FlatMapIterator.toString()",2,2,2
"org.apache.commons.collections4.map.Flat3Map.KeySet.KeySet(Flat3Map<K, ?>)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.KeySet.clear()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.KeySet.contains(Object)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.KeySet.iterator()",3,3,3
"org.apache.commons.collections4.map.Flat3Map.KeySet.remove(Object)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.KeySet.size()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.KeySetIterator.KeySetIterator(Flat3Map<K, ?>)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.KeySetIterator.next()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.Values.Values(Flat3Map<?, V>)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.Values.clear()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.Values.contains(Object)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.Values.iterator()",3,3,3
"org.apache.commons.collections4.map.Flat3Map.Values.size()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.ValuesIterator.ValuesIterator(Flat3Map<?, V>)",1,1,1
"org.apache.commons.collections4.map.Flat3Map.ValuesIterator.next()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.clear()",1,2,2
"org.apache.commons.collections4.map.Flat3Map.clone()",1,2,3
"org.apache.commons.collections4.map.Flat3Map.containsKey(Object)",16,9,19
"org.apache.commons.collections4.map.Flat3Map.containsValue(Object)",15,5,15
"org.apache.commons.collections4.map.Flat3Map.convertToMap()",2,5,6
"org.apache.commons.collections4.map.Flat3Map.createDelegateMap()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.entrySet()",2,2,2
"org.apache.commons.collections4.map.Flat3Map.equals(Object)",13,7,18
"org.apache.commons.collections4.map.Flat3Map.get(Object)",16,9,19
"org.apache.commons.collections4.map.Flat3Map.hashCode()",3,9,10
"org.apache.commons.collections4.map.Flat3Map.isEmpty()",1,1,1
"org.apache.commons.collections4.map.Flat3Map.keySet()",2,2,2
"org.apache.commons.collections4.map.Flat3Map.mapIterator()",3,3,3
"org.apache.commons.collections4.map.Flat3Map.put(K,V)",17,13,26
"org.apache.commons.collections4.map.Flat3Map.putAll(Map<? extends K, ? extends V>)",3,4,5
"org.apache.commons.collections4.map.Flat3Map.readObject(ObjectInputStream)",1,3,3
"org.apache.commons.collections4.map.Flat3Map.remove(Object)",23,12,29
"org.apache.commons.collections4.map.Flat3Map.size()",2,2,2
"org.apache.commons.collections4.map.Flat3Map.toString()",4,5,13
"org.apache.commons.collections4.map.Flat3Map.values()",2,2,2
"org.apache.commons.collections4.map.Flat3Map.writeObject(ObjectOutputStream)",1,2,2
"org.apache.commons.collections4.map.Flat3MapTest.Flat3MapTest(String)",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.TestFlatMapIterator.TestFlatMapIterator()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.TestFlatMapIterator.addSetValues()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.TestFlatMapIterator.getConfirmedMap()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.TestFlatMapIterator.getMap()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.TestFlatMapIterator.makeEmptyIterator()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.TestFlatMapIterator.makeObject()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.TestFlatMapIterator.supportsRemove()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.TestFlatMapIterator.supportsSetValue()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.TestFlatMapIterator.verify()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.bulkTestMapIterator()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.makeObject()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.suite()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testClone2()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testClone4()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testCollections261()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testContainsKey1()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testContainsKey2()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testContainsKey3()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testContainsValue1()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testContainsValue2()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testContainsValue3()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testEntryIteratorSetValue1()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testEntryIteratorSetValue2()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testEntryIteratorSetValue3()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testEquals1()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testEquals2()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testGet1()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testGet2()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testGet3()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testMapIteratorSetValue1()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testMapIteratorSetValue2()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testMapIteratorSetValue3()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testNewInstance1()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testPut1()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testPut2()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testPut3()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testPut4()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testPut5()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testPut6()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove1()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove10()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove11()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove12()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove13()",1,1,1
