Complexity metrics,Sun, 16 Jun 2019 17:13:20 EDT
Method,ev(G),iv(G),v(G)
"org.apache.commons.collections4.CollectionUtilsTest.testUnmodifiableCollection()",1,1,2
"org.apache.commons.collections4.CollectionUtilsTest.transform1()",1,1,1
"org.apache.commons.collections4.CollectionUtilsTest.transform2()",1,1,1
"org.apache.commons.collections4.CollectionUtilsTest.union()",1,1,1
"org.apache.commons.collections4.ComparatorUtils.ComparatorUtils()",1,1,1
"org.apache.commons.collections4.ComparatorUtils.booleanComparator(boolean)",1,1,1
"org.apache.commons.collections4.ComparatorUtils.chainedComparator(Collection<Comparator<E>>)",1,1,1
"org.apache.commons.collections4.ComparatorUtils.chainedComparator(Comparator<E>...)",3,2,3
"org.apache.commons.collections4.ComparatorUtils.max(E,E,Comparator<E>)",1,1,3
"org.apache.commons.collections4.ComparatorUtils.min(E,E,Comparator<E>)",1,1,3
"org.apache.commons.collections4.ComparatorUtils.naturalComparator()",1,1,1
"org.apache.commons.collections4.ComparatorUtils.nullHighComparator(Comparator<E>)",1,1,2
"org.apache.commons.collections4.ComparatorUtils.nullLowComparator(Comparator<E>)",1,1,2
"org.apache.commons.collections4.ComparatorUtils.reversedComparator(Comparator<E>)",1,1,1
"org.apache.commons.collections4.ComparatorUtils.transformedComparator(Comparator<O>,Transformer<? super I, ? extends O>)",1,1,2
"org.apache.commons.collections4.ComparatorUtilsTest.booleanComparator()",1,1,1
"org.apache.commons.collections4.ComparatorUtilsTest.chainedComparator()",1,1,1
"org.apache.commons.collections4.ComparatorUtilsTest.max()",1,1,3
"org.apache.commons.collections4.ComparatorUtilsTest.min()",1,1,3
"org.apache.commons.collections4.ComparatorUtilsTest.nullHighComparator()",1,1,1
"org.apache.commons.collections4.ComparatorUtilsTest.nullLowComparator()",1,1,1
"org.apache.commons.collections4.EnumerationUtils.EnumerationUtils()",1,1,1
"org.apache.commons.collections4.EnumerationUtils.get(Enumeration<T>,int)",3,3,3
"org.apache.commons.collections4.EnumerationUtils.toList(Enumeration<? extends E>)",1,1,1
"org.apache.commons.collections4.EnumerationUtils.toList(StringTokenizer)",1,2,2
"org.apache.commons.collections4.EnumerationUtilsTest.getFromEnumeration()",1,1,2
"org.apache.commons.collections4.EnumerationUtilsTest.testToListWithHashtable()",1,1,1
"org.apache.commons.collections4.EnumerationUtilsTest.testToListWithStringTokenizer()",1,2,2
"org.apache.commons.collections4.FactoryUtils.FactoryUtils()",1,1,1
"org.apache.commons.collections4.FactoryUtils.constantFactory(T)",1,1,1
"org.apache.commons.collections4.FactoryUtils.exceptionFactory()",1,1,1
"org.apache.commons.collections4.FactoryUtils.instantiateFactory(Class<T>)",1,1,1
"org.apache.commons.collections4.FactoryUtils.instantiateFactory(Class<T>,Class<?>[],Object[])",1,1,1
"org.apache.commons.collections4.FactoryUtils.nullFactory()",1,1,1
"org.apache.commons.collections4.FactoryUtils.prototypeFactory(T)",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.Mock1.Mock1(Mock1)",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.Mock1.Mock1(int)",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.Mock1.equals(Object)",3,1,3
"org.apache.commons.collections4.FactoryUtilsTest.Mock1.hashCode()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.Mock2.Mock2(Object)",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.Mock2.equals(Object)",3,1,3
"org.apache.commons.collections4.FactoryUtilsTest.Mock2.hashCode()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.Mock3.Mock3()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.Mock3.getValue()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.instantiateFactoryComplex()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.instantiateFactoryMismatch()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.instantiateFactoryNoConstructor()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.instantiateFactoryNull()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.instantiateFactorySimple()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.testConstantFactoryConstant()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.testConstantFactoryNull()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.testExceptionFactory()",1,2,3
"org.apache.commons.collections4.FactoryUtilsTest.testNullFactory()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.testPrototypeFactoryNull()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.testPrototypeFactoryPublicBad()",1,1,2
"org.apache.commons.collections4.FactoryUtilsTest.testPrototypeFactoryPublicCloneMethod()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.testPrototypeFactoryPublicCopyConstructor()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.testPrototypeFactoryPublicSerialization()",1,1,1
"org.apache.commons.collections4.FactoryUtilsTest.testPrototypeFactoryPublicSerializationError()",1,2,2
"org.apache.commons.collections4.FactoryUtilsTest.testSingletonPatternInSerialization()",1,2,2
"org.apache.commons.collections4.FluentIterable.FluentIterable()",1,1,1
"org.apache.commons.collections4.FluentIterable.FluentIterable(Iterable<E>)",1,1,1
"org.apache.commons.collections4.FluentIterable.allMatch(Predicate<? super E>)",1,1,1
"org.apache.commons.collections4.FluentIterable.anyMatch(Predicate<? super E>)",1,1,1
"org.apache.commons.collections4.FluentIterable.append(E...)",1,1,1
"org.apache.commons.collections4.FluentIterable.append(Iterable<? extends E>)",1,1,1
"org.apache.commons.collections4.FluentIterable.asEnumeration()",1,1,1
"org.apache.commons.collections4.FluentIterable.collate(Iterable<? extends E>)",1,1,1
"org.apache.commons.collections4.FluentIterable.collate(Iterable<? extends E>,Comparator<? super E>)",1,1,1
"org.apache.commons.collections4.FluentIterable.contains(Object)",1,1,1
"org.apache.commons.collections4.FluentIterable.copyInto(Collection<? super E>)",2,1,2
"org.apache.commons.collections4.FluentIterable.empty()",1,1,1
"org.apache.commons.collections4.FluentIterable.eval()",1,1,1
"org.apache.commons.collections4.FluentIterable.filter(Predicate<? super E>)",1,1,1
"org.apache.commons.collections4.FluentIterable.forEach(Closure<? super E>)",1,1,1
"org.apache.commons.collections4.FluentIterable.get(int)",1,1,1
"org.apache.commons.collections4.FluentIterable.isEmpty()",1,1,1
"org.apache.commons.collections4.FluentIterable.iterator()",1,1,1
"org.apache.commons.collections4.FluentIterable.limit(long)",1,1,1
"org.apache.commons.collections4.FluentIterable.loop()",1,1,1
"org.apache.commons.collections4.FluentIterable.of(Iterable<T>)",2,1,2
"org.apache.commons.collections4.FluentIterable.of(T)",1,1,1
"org.apache.commons.collections4.FluentIterable.of(T...)",1,1,1
"org.apache.commons.collections4.FluentIterable.reverse()",1,1,1
"org.apache.commons.collections4.FluentIterable.size()",1,1,1
"org.apache.commons.collections4.FluentIterable.skip(long)",1,1,1
"org.apache.commons.collections4.FluentIterable.toArray(Class<E>)",1,1,1
"org.apache.commons.collections4.FluentIterable.toList()",1,1,1
"org.apache.commons.collections4.FluentIterable.toString()",1,1,1
"org.apache.commons.collections4.FluentIterable.transform(Transformer<? super E, ? extends O>)",1,1,1
"org.apache.commons.collections4.FluentIterable.unique()",1,1,1
"org.apache.commons.collections4.FluentIterable.unmodifiable()",1,1,1
"org.apache.commons.collections4.FluentIterable.zip(Iterable<? extends E>)",1,1,1
"org.apache.commons.collections4.FluentIterable.zip(Iterable<? extends E>...)",1,1,1
"org.apache.commons.collections4.FluentIterableTest.allMatch()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.anyMatch()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.appendElements()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.appendIterable()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.asEnumeration()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.collate()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.collateWithComparator()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.contains()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.copyInto()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.eval()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.factoryMethodOf()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.filter()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.forEach()",1,1,3
"org.apache.commons.collections4.FluentIterableTest.get()",1,1,3
"org.apache.commons.collections4.FluentIterableTest.isEmpty()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.iterator()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.limit()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.reverse()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.setUp()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.size()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.skip()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.testToString()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.toArray()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.transform()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.unique()",1,1,1
"org.apache.commons.collections4.FluentIterableTest.unmodifiable()",1,1,2
"org.apache.commons.collections4.FluentIterableTest.zip()",1,1,2
"org.apache.commons.collections4.FunctorException.FunctorException()",1,1,1
"org.apache.commons.collections4.FunctorException.FunctorException(String)",1,1,1
"org.apache.commons.collections4.FunctorException.FunctorException(String,Throwable)",1,1,1
"org.apache.commons.collections4.FunctorException.FunctorException(Throwable)",1,1,1
"org.apache.commons.collections4.IterableUtils.UnmodifiableIterable.UnmodifiableIterable(Iterable<E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.UnmodifiableIterable.iterator()",1,1,1
"org.apache.commons.collections4.IterableUtils.boundedIterable(Iterable<E>,long)",2,1,2
"org.apache.commons.collections4.IterableUtils.chainedIterable(Iterable<? extends E>,Iterable<? extends E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.chainedIterable(Iterable<? extends E>,Iterable<? extends E>,Iterable<? extends E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.chainedIterable(Iterable<? extends E>,Iterable<? extends E>,Iterable<? extends E>,Iterable<? extends E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.chainedIterable(Iterable<? extends E>...)",2,1,2
"org.apache.commons.collections4.IterableUtils.checkNotNull(Iterable<?>)",2,1,2
"org.apache.commons.collections4.IterableUtils.checkNotNull(Iterable<?>...)",2,2,3
"org.apache.commons.collections4.IterableUtils.collatedIterable(Comparator<? super E>,Iterable<? extends E>,Iterable<? extends E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.collatedIterable(Iterable<? extends E>,Iterable<? extends E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.contains(Iterable<? extends E>,E,Equator<? super E>)",2,1,2
"org.apache.commons.collections4.IterableUtils.contains(Iterable<E>,Object)",2,2,2
"org.apache.commons.collections4.IterableUtils.countMatches(Iterable<E>,Predicate<? super E>)",2,1,2
"org.apache.commons.collections4.IterableUtils.emptyIfNull(Iterable<E>)",1,2,2
"org.apache.commons.collections4.IterableUtils.emptyIterable()",1,1,1
"org.apache.commons.collections4.IterableUtils.emptyIteratorIfNull(Iterable<E>)",1,2,2
"org.apache.commons.collections4.IterableUtils.filteredIterable(Iterable<E>,Predicate<? super E>)",2,1,2
"org.apache.commons.collections4.IterableUtils.find(Iterable<E>,Predicate<? super E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.first(Iterable<T>)",1,1,1
"org.apache.commons.collections4.IterableUtils.forEach(Iterable<E>,Closure<? super E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.forEachButLast(Iterable<E>,Closure<? super E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.frequency(Iterable<E>,T)",3,3,4
"org.apache.commons.collections4.IterableUtils.get(Iterable<T>,int)",2,2,2
"org.apache.commons.collections4.IterableUtils.indexOf(Iterable<E>,Predicate<? super E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.isEmpty(Iterable<?>)",2,2,2
"org.apache.commons.collections4.IterableUtils.loopingIterable(Iterable<E>)",2,1,2
"org.apache.commons.collections4.IterableUtils.matchesAll(Iterable<E>,Predicate<? super E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.matchesAny(Iterable<E>,Predicate<? super E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.partition(Iterable<? extends O>,Factory<R>,Predicate<? super O>...)",9,8,11
"org.apache.commons.collections4.IterableUtils.partition(Iterable<? extends O>,Predicate<? super O>)",2,1,2
"org.apache.commons.collections4.IterableUtils.partition(Iterable<? extends O>,Predicate<? super O>...)",1,1,1
"org.apache.commons.collections4.IterableUtils.reversedIterable(Iterable<E>)",1,2,2
"org.apache.commons.collections4.IterableUtils.size(Iterable<?>)",2,2,2
"org.apache.commons.collections4.IterableUtils.skippingIterable(Iterable<E>,long)",2,1,2
"org.apache.commons.collections4.IterableUtils.toList(Iterable<E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.toString(Iterable<E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.toString(Iterable<E>,Transformer<? super E, String>)",2,1,2
"org.apache.commons.collections4.IterableUtils.toString(Iterable<E>,Transformer<? super E, String>,String,String,String)",1,1,1
"org.apache.commons.collections4.IterableUtils.transformedIterable(Iterable<I>,Transformer<? super I, ? extends O>)",2,1,2
"org.apache.commons.collections4.IterableUtils.uniqueIterable(Iterable<E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.unmodifiableIterable(Iterable<E>)",2,1,2
"org.apache.commons.collections4.IterableUtils.zippingIterable(Iterable<? extends E>,Iterable<? extends E>)",1,1,1
"org.apache.commons.collections4.IterableUtils.zippingIterable(Iterable<? extends E>,Iterable<? extends E>...)",1,2,2
"org.apache.commons.collections4.IterableUtilsTest.containsWithEquator()",1,1,2
"org.apache.commons.collections4.IterableUtilsTest.countMatches()",1,1,3
"org.apache.commons.collections4.IterableUtilsTest.find()",1,1,2
"org.apache.commons.collections4.IterableUtilsTest.firstFromIterable()",1,1,1
"org.apache.commons.collections4.IterableUtilsTest.firstFromIterableIndexOutOfBoundsException()",1,1,1
"org.apache.commons.collections4.IterableUtilsTest.forEach()",1,2,3
"org.apache.commons.collections4.IterableUtilsTest.forEachButLast()",1,2,3
"org.apache.commons.collections4.IterableUtilsTest.forEachFailure()",1,1,1
"org.apache.commons.collections4.IterableUtilsTest.frequency()",1,1,1
"org.apache.commons.collections4.IterableUtilsTest.frequencyOfNull()",1,1,1
"org.apache.commons.collections4.IterableUtilsTest.getFromIterable()",1,1,1
"org.apache.commons.collections4.IterableUtilsTest.getFromIterableIndexOutOfBoundsException()",1,1,1
"org.apache.commons.collections4.IterableUtilsTest.indexOf()",1,1,2
"org.apache.commons.collections4.IterableUtilsTest.matchesAll()",1,1,3
"org.apache.commons.collections4.IterableUtilsTest.matchesAny()",1,1,3
"org.apache.commons.collections4.IterableUtilsTest.partition()",1,1,2
"org.apache.commons.collections4.IterableUtilsTest.partitionMultiplePredicates()",1,1,2
"org.apache.commons.collections4.IterableUtilsTest.setUp()",1,1,1
"org.apache.commons.collections4.IterableUtilsTest.testToString()",1,1,1
"org.apache.commons.collections4.IterableUtilsTest.testToStringDelimiter()",1,1,1
"org.apache.commons.collections4.IterableUtilsTest.testToStringWithNullArguments()",1,1,5
"org.apache.commons.collections4.IteratorUtils.IteratorUtils()",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayIterator(E...)",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayIterator(E[],int)",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayIterator(E[],int,int)",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayIterator(Object)",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayIterator(Object,int)",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayIterator(Object,int,int)",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayListIterator(E...)",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayListIterator(E[],int)",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayListIterator(E[],int,int)",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayListIterator(Object)",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayListIterator(Object,int)",1,1,1
"org.apache.commons.collections4.IteratorUtils.arrayListIterator(Object,int,int)",1,1,1
"org.apache.commons.collections4.IteratorUtils.asEnumeration(Iterator<? extends E>)",2,1,2
"org.apache.commons.collections4.IteratorUtils.asIterable(Iterator<? extends E>)",2,1,2
"org.apache.commons.collections4.IteratorUtils.asIterator(Enumeration<? extends E>)",2,1,2
"org.apache.commons.collections4.IteratorUtils.asIterator(Enumeration<? extends E>,Collection<? super E>)",3,1,3
"org.apache.commons.collections4.IteratorUtils.asMultipleUseIterable(Iterator<? extends E>)",2,1,2
"org.apache.commons.collections4.IteratorUtils.boundedIterator(Iterator<? extends E>,long)",1,1,1
"org.apache.commons.collections4.IteratorUtils.boundedIterator(Iterator<? extends E>,long,long)",1,1,1
"org.apache.commons.collections4.IteratorUtils.chainedIterator(Collection<Iterator<? extends E>>)",1,1,1
"org.apache.commons.collections4.IteratorUtils.chainedIterator(Iterator<? extends E>,Iterator<? extends E>)",1,1,1
